Subject,StartTime,EndTime,Condition,Code,Duration
2558,2022-02-04 08:01:59am,2022-02-04 08:19:45am,neutral,47756172,17.766666666667
2544,2022-02-04 07:57:44am,2022-02-04 08:20:31am,neutral,16341153,22.783333333333
2545,2022-02-04 07:55:51am,2022-02-04 08:22:14am,neutral,42300675,26.383333333333
2588,2022-02-04 08:14:29am,2022-02-04 08:22:36am,neutral,73694171,8.1166666666667
2584,2022-02-04 08:13:10am,2022-02-04 08:23:48am,neutral,13596109,10.633333333333
2582,2022-02-04 08:12:40am,2022-02-04 08:24:18am,neutral,53283912,11.633333333333
2593,2022-02-04 08:15:44am,2022-02-04 08:26:54am,neutral,64744136,11.166666666667
2587,2022-02-04 08:13:25am,2022-02-04 08:27:59am,neutral,84566300,14.566666666667
2597,2022-02-04 08:16:56am,2022-02-04 08:28:44am,neutral,47142610,11.8
2601,2022-02-04 08:18:49am,2022-02-04 08:29:09am,neutral,88407227,10.333333333333
2583,2022-02-04 08:12:57am,2022-02-04 08:30:52am,neutral,99906450,17.916666666667
2575,2022-02-04 07:58:43am,2022-02-04 08:31:58am,neutral,43629103,33.25
2607,2022-02-04 08:19:39am,2022-02-04 08:33:08am,neutral,80791469,13.483333333333
2618,2022-02-04 08:25:32am,2022-02-04 08:34:56am,neutral,74103311,9.4
2614,2022-02-04 08:23:35am,2022-02-04 08:36:02am,neutral,67775871,12.45
2629,2022-02-04 08:30:53am,2022-02-04 08:36:45am,neutral,07602680,5.8666666666667
2577,2022-02-04 08:09:59am,2022-02-04 08:38:00am,neutral,70936472,28.016666666667
2639,2022-02-04 08:34:19am,2022-02-04 08:38:32am,neutral,11961455,4.2166666666667
2624,2022-02-04 08:27:24am,2022-02-04 08:42:11am,neutral,71328775,14.783333333333
2644,2022-02-04 08:34:27am,2022-02-04 08:43:02am,neutral,81895839,8.5833333333333
2650,2022-02-04 08:38:18am,2022-02-04 08:43:34am,neutral,16218755,5.2666666666667
2632,2022-02-04 08:31:39am,2022-02-04 08:43:39am,neutral,64603365,12
